Full_Prompt,Survey_Date,Response,Gender,Age,Geography,Weight,RT,User_ID
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,1,Male,18-24,US-NORTHEAST-NH,0.7174128,11152,1705722644
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,4,Female,25-34,US-SOUTH-AR,0.7542606,9658,1711557362
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,5,Female,25-34,US-MIDWEST-MN,0.7476303,394859,1718743938
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,5,Male,35-44,US-SOUTH-KY,0.7065022,14257,1740808859
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,5,Female,45-54,US-WEST-ID,1.1475232,13461,1742976130
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,4,Female,55-64,US-WEST-CO,1.4875518,19900,1753590408
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,4,Male,65+,US-MIDWEST-IA,1.9899231,50110,1757704042
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,4,Male,25-34,US-MIDWEST-IN,0.6759132,23881,1761066636
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,4,Female,25-34,US-SOUTH-AR,0.7542606,11145,176382769
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,1,Male,25-34,US-SOUTH-MD,0.6819075,22270,1767803530
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,3,Female,45-54,US-SOUTH-AR,0.9838395,15270,176992605
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,5,Male,35-44,US-WEST-NM,0.8240447,8406,1770746263
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,6,Male,18-24,US-MIDWEST-OH,0.6150665,11833,1799535412
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,4,Female,45-54,US-WEST-UT,1.1475232,30702,1808002647
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,1,Male,65+,US-MIDWEST-KS,1.9899231,40514,1816813521
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,5,Female,35-44,US-WEST-WY,0.9114791,14875,1830969677
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,7,Male,65+,US-SOUTH-DC,2.0075706,3987,1839089287
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,4,Male,35-44,US-NORTHEAST-VT,0.8168195,15577,184016745
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,2,Female,45-54,US-SOUTH-FL,0.9838395,59473,1842351049
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,1,Male,35-44,US-SOUTH-GA,0.7065022,16046,1852125697
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,4,Male,18-24,US-WEST-HI,0.7237587,17075,1854480751
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,4,Male,35-44,US-SOUTH-MD,0.7065022,8358,1855017690
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,4,Female,35-44,US-WEST-HI,0.9114791,22561,1861504099
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,2,Male,25-34,US-SOUTH-AL,0.6819075,20981,1864413343
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,3,Female,55-64,US-MIDWEST-KS,1.2641551,23855,1870168365
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,6,Female,18-24,US-NORTHEAST-NJ,0.7935331,9331,1889273702
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,1,Male,35-44,US-NORTHEAST-NY,0.8168195,14827,189052088
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,4,Male,25-34,US-SOUTH-TX,0.6819075,14980,1892539450
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,7,Male,25-34,US-WEST-CA,0.7953581,11506,1901385638
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,5,Male,25-34,US-NORTHEAST-VT,0.7883844,44838,1906398603
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,3,Female,18-24,US-MIDWEST-OH,0.6803274,19094,1911757405
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,4,Female,55-64,US-SOUTH-VA,1.2753661,16045,1943056061
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,2,Female,55-64,US-WEST-UT,1.4875518,11295,1944740941
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,1,Male,55-64,US-SOUTH-LA,1.1530255,13600,1979976897
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,6,Male,25-34,US-MIDWEST-MI,0.6759132,5872,1990385695
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,7,Female,65+,US-WEST-CO,2.5900253,15775,2004980044
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,3,Male,45-54,US-MIDWEST-OH,0.8816451,47024,2032849634
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,2,Male,35-44,US-NORTHEAST-PA,0.8168195,14401,2039585863
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,5,Male,35-44,US-NORTHEAST-NY,0.8168195,76606,2042335576
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,4,Male,25-34,US-SOUTH-KY,0.6819075,32589,2043095653
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,4,Male,65+,US-WEST-NM,2.341575,17258,2077412603
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,4,Male,55-64,US-MIDWEST-WI,1.1428899,14099,2080938393
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,2,Female,45-54,US-SOUTH-NC,0.9838395,6768,2085700285
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,1,Male,35-44,US-SOUTH-TN,0.7065022,22308,2105329939
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,1,Male,18-24,US-SOUTH-TX,0.6205211,18491,2120499111
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,5,Male,18-24,US-SOUTH-WV,0.6205211,10048,2128838286
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,6,Male,18-24,US-SOUTH-KY,0.6205211,2155,2139295330
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,2,Female,35-44,US-WEST-MT,0.9114791,9891,2144898656
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,1,Male,65+,US-SOUTH-TX,2.0075706,37943,222272855
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,5,Male,25-34,US-MIDWEST-MO,0.6759132,10414,224688580
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,4,Male,35-44,US-SOUTH-WV,0.7065022,16407,241125586
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,6,Male,35-44,US-SOUTH-FL,0.7065022,11173,254188961
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,4,Male,25-34,US-MIDWEST-WI,0.6759132,5976,265127394
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,4,Female,35-44,US-SOUTH-TN,0.7814649,10447,280190902
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,1,Male,35-44,US-MIDWEST-NE,0.7002918,17858,286935452
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,3,Male,35-44,US-WEST-CA,0.8240447,9893,288783507
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,4,Female,35-44,US-MIDWEST-IL,0.7745955,9640,295367921
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,3,Female,18-24,US-SOUTH-VA,0.6863609,16355,300967100
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,6,Male,35-44,US-SOUTH-KY,0.7065022,18813,313147833
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,4,Female,25-34,US-MIDWEST-ND,0.7476303,18584,322999
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,2,Female,55-64,US-SOUTH-SC,1.2753661,9844,32867755
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,2,Male,35-44,US-MIDWEST-IL,0.7002918,15922,34298393
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,5,Male,45-54,US-NORTHEAST-NY,1.0283497,12407,350475835
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,1,Male,65+,US-MIDWEST-ND,1.9899231,9982,38765173
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,5,Male,65+,US-NORTHEAST-RI,2.3210439,39732,392597789
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,4,Female,18-24,US-SOUTH-FL,0.6863609,13082,397905033
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,6,Male,25-34,US-WEST-CA,0.7953581,471031,399236400
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,4,Male,65+,US-SOUTH-KY,2.0075706,45144,400858483
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,2,Female,35-44,US-SOUTH-FL,0.7814649,9389,426978480
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,5,Female,65+,US-WEST-CA,2.5900253,23456,428322433
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,4,Male,25-34,US-NORTHEAST-NH,0.7883844,16535,434366689
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,1,Female,65+,US-SOUTH-MS,2.2205818,10705,434460586
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,5,Male,25-34,US-WEST-CO,0.7953581,22811,443365559
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,2,Male,25-34,US-MIDWEST-IA,0.6759132,15937,450339895
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,4,Female,25-34,US-NORTHEAST-MA,0.8720351,27341,454519238
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,3,Female,25-34,US-MIDWEST-IL,0.7476303,11877,456088452
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,5,Female,25-34,US-SOUTH-KY,0.7542606,23980,46619014
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,4,Male,55-64,US-SOUTH-DE,1.1530255,10635,48229933
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,4,Male,65+,US-SOUTH-MS,2.0075706,18244,53086060
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,5,Female,35-44,US-SOUTH-KY,0.7814649,15319,534314918
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,2,Male,35-44,US-MIDWEST-IN,0.7002918,31812,537765511
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,3,Female,45-54,US-SOUTH-AR,0.9838395,9648,539557277
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,4,Male,25-34,US-NORTHEAST-PA,0.7883844,13403,544704619
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,5,Female,25-34,US-SOUTH-FL,0.7542606,21374,549433309
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,2,Female,55-64,US-MIDWEST-WI,1.2641551,12823,551977416
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,5,Female,25-34,US-SOUTH-NC,0.7542606,14734,553756809
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,4,Female,55-64,US-SOUTH-GA,1.2753661,51701,556873572
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,5,Male,25-34,US-MIDWEST-SD,0.6759132,15603,563034218
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,4,Male,55-64,US-SOUTH-DC,1.1530255,11393,586526784
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,2,Male,25-34,US-SOUTH-AL,0.6819075,26199,587629228
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,3,Female,35-44,US-MIDWEST-NE,0.7745955,51610,59470799
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,5,Female,25-34,US-SOUTH-TX,0.7542606,19954,629845587
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,3,Male,45-54,US-SOUTH-OK,0.8894639,41239,635540283
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,5,Male,35-44,US-NORTHEAST-ME,0.8168195,24717,636663756
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,4,Female,45-54,US-MIDWEST-OH,0.9751911,27085,648622681
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,4,Female,25-34,US-SOUTH-DE,0.7542606,14324,649234987
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,3,Female,45-54,US-MIDWEST-MO,0.9751911,13594,664078523
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,7,Female,25-34,US-MIDWEST-MI,0.7476303,51484,664835784
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,6,Female,55-64,US-SOUTH-FL,1.2753661,14599,66531507
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,5,Female,18-24,US-NORTHEAST-NY,0.7935331,8500,666623583
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,2,Female,25-34,US-SOUTH-OK,0.7542606,45137,668417602
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,4,Female,55-64,US-SOUTH-OK,1.2753661,47769,671896114
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,4,Male,18-24,US-MIDWEST-IN,0.6150665,10158,679151062
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,6,Female,45-54,US-NORTHEAST-NY,1.1374617,6186,689351361
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,4,Male,18-24,US-SOUTH-AL,0.6205211,43029,702188161
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,3,Female,45-54,US-SOUTH-GA,0.9838395,14975,702982775
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,4,Female,25-34,US-WEST-WA,0.8797487,13901,707101771
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,5,Female,35-44,US-SOUTH-LA,0.7814649,24939,733367567
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,5,Male,18-24,US-MIDWEST-KS,0.6150665,12401,735092021
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,4,Female,65+,US-SOUTH-TX,2.2205818,19122,742564666
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,2,Female,25-34,US-MIDWEST-WI,0.7476303,16992,743742494
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,4,Female,55-64,US-SOUTH-AR,1.2753661,49948,744228731
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,4,Male,55-64,US-MIDWEST-IA,1.1428899,21165,744753017
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,2,Male,35-44,US-SOUTH-MD,0.7065022,11448,748145418
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,3,Female,35-44,US-NORTHEAST-RI,0.9034872,20213,749207719
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,4,Male,18-24,US-WEST-CA,0.7237587,7237,766005027
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,2,Male,45-54,US-SOUTH-DC,0.8894639,19135,781369002
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,5,Male,25-34,US-MIDWEST-IA,0.6759132,21181,791237997
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,4,Female,45-54,US-SOUTH-AL,0.9838395,9989,801429397
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,6,Male,18-24,US-SOUTH-TN,0.6205211,6226,803707183
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,3,Male,18-24,US-SOUTH-MS,0.6205211,14657,817827428
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,4,Female,55-64,US-NORTHEAST-NH,1.4745089,25844,825707819
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,6,Male,45-54,US-SOUTH-LA,0.8894639,16052,83317039
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,5,Male,18-24,US-NORTHEAST-PA,0.7174128,7182,841247200
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,6,Male,18-24,US-MIDWEST-IL,0.6150665,8935,842696745
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,4,Female,45-54,US-MIDWEST-IA,0.9751911,15484,842754650
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,2,Female,35-44,US-WEST-UT,0.9114791,18966,846418354
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,1,Male,45-54,US-NORTHEAST-PA,1.0283497,9941,877489689
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,3,Male,45-54,US-NORTHEAST-PA,1.0283497,30191,880391808
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,7,Male,18-24,US-MIDWEST-IL,0.6150665,11186,881719637
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,4,Male,55-64,US-SOUTH-MD,1.1530255,18395,885208799
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,4,Male,25-34,US-SOUTH-NC,0.6819075,9663,891618686
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,2,Unknown,45-54,US-WEST-NM,0,10406,893811840
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,7,Female,35-44,US-NORTHEAST-NJ,0.9034872,9277,904175216
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,5,Female,25-34,US-NORTHEAST-NY,0.8720351,15973,91266308
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,4,Male,45-54,US-WEST-ID,1.0374461,16151,921110100
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,3,Female,55-64,US-SOUTH-WV,1.2753661,14041,927034288
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,6,Male,25-34,US-WEST-UT,0.7953581,17973,931688812
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,4,Female,25-34,US-SOUTH-TX,0.7542606,16949,944082905
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,2,Female,25-34,US-NORTHEAST-ME,0.8720351,10557,953541372
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,2,Male,45-54,US-SOUTH-VA,0.8894639,14966,957835502
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,4,Male,45-54,US-MIDWEST-KS,0.8816451,19826,958423610
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,7,Male,25-34,US-WEST-MT,0.7953581,62491,971161497
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,4,Female,35-44,US-WEST-WY,0.9114791,12115,97247016
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,5,Male,25-34,US-MIDWEST-SD,0.6759132,25461,975713030
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,1,Female,65+,US-WEST-ID,2.5900253,10615,975758667
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,7,Female,35-44,US-MIDWEST-KS,0.7745955,2990,978723229
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,4,Female,45-54,US-SOUTH-LA,0.9838395,58259,98739916
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,4,Male,45-54,US-NORTHEAST-NH,1.0283497,13721,988233239
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,4,Female,45-54,US-NORTHEAST-VT,1.1374617,12843,988379027
Think about *American research labs that create mindfulness training for workers*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,4,Male,35-44,US-SOUTH-KY,0.7065022,13065,991133810
Think about *American research labs that create smartphone apps*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,6,Male,35-44,US-WEST-NV,0.7370914,11640,1011137182
Think about *American research labs that create smartphone apps*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,5,Female,55-64,US-MIDWEST-MO,1.2831228,11429,1019292513
Think about *American research labs that create smartphone apps*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,7,Male,18-24,US-NORTHEAST-NY,0.609983,8146,1020704292
Think about *American research labs that create smartphone apps*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,4,Female,65+,US-SOUTH-DE,2.8625939,17517,1020944679
Think about *American research labs that create smartphone apps*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,3,Female,55-64,US-MIDWEST-OH,1.2831228,39704,1026512791
Think about *American research labs that create smartphone apps*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,3,Male,18-24,US-WEST-NV,0.7068207,28123,1034704369
Think about *American research labs that create smartphone apps*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,3,Female,25-34,US-NORTHEAST-VT,0.7325563,24151,1059014496
Think about *American research labs that create smartphone apps*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,4,Male,35-44,US-MIDWEST-MO,0.6751845,11497,1074217527
Think about *American research labs that create smartphone apps*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,4,Male,18-24,US-MIDWEST-NE,0.6474562,16933,1081712752
Think about *American research labs that create smartphone apps*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,1,Female,25-34,US-NORTHEAST-RI,0.7325563,9530,1083970326
Think about *American research labs that create smartphone apps*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,5,Female,55-64,US-MIDWEST-WI,1.2831228,40552,1100742614
Think about *American research labs that create smartphone apps*. How much do you trust the people in charge of these labs to do what is best for society?,2021-04-14,3,Female,55-64,US-WEST-AZ,1.4007708,8676,1107128190
